question_id,question,option_0,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,answer_index,cot_content,category,dialect
7734,In 'n groep van 10 tellings word die grootste telling met 40 punte verhoog. Wat sal met die gemiddeld gebeur?,Dit sal dieselfde bly.,Dit sal met 30 punte verhoog.,Dit sal met 10 punte verhoog.,Dit sal met 10 punte verlaag.,Dit sal onveranderd bly as die ander tellings ook met 40 punte verhoog.,Dit sal met 20 punte verhoog.,Dit sal met 4 punte verlaag.,Dit sal met 40 punte verlaag.,Dit sal met 40 punte verhoog.,Dit sal met 4 punte verhoog.,9,,math,af
7752,Watter verhouding kan 'n eweredigheid vorm met 3 oor 8?,24 oor 64,15 oor 48,18 oor 56,18 oor 40,,,,,,,0,,math,af
7762,'n Winkel het 8 vistenks wat elk 40 liter water bevat. Wat is die totale aantal liters water in al die vistenks?,400,380,280,300,360,340,5,420,320,48,8,,math,af
7783,"Ses positiewe heelgetalle word op die vlakke van 'n kubus geskryf. Elke hoekpunt word gemerk met die produk van die drie getalle op die vlakke aangrensend aan die hoekpunt. As die som van die getalle op die hoekpunte gelyk is aan $1001$, wat is die som van die getalle wat op die vlakke geskryf is?",36,31,15,20,13,18,27,24,1001,45,1,,math,af
7794,"Veronderstel dat ons twee regverdige 6-kantige dobbelstene gooi. Wat is die waarskynlikheid dat die som van die twee getalle wat gegooi word, gelyk aan 4 is?",\frac{3}{12},\frac{1}{6},\frac{2}{12},\frac{1}{9},\frac{1}{2},\frac{1}{18},\frac{1}{12},\frac{1}{3},\frac{1}{4},\frac{1}{8},6,,math,af
7827,"Laat X_1, X_2,... onafhanklike veranderlikes wees wat elk waardes +1 of -1 aanneem met waarskynlikhede 1/2 en 1/2. Dit is bekend dat $\sqrt{3/n^3}*\sum_{k=1}^n k*X_k$ in verspreiding konvergeer na 'n normale verdeling N(a,b) wanneer n na oneindigheid neig. Hier is a die verwagte waarde en b die variansie. Wat is die waardes van a en b? Gee die antwoorde as 'n lys. Byvoorbeeld, as a=2, b=100, gee [2,100].","[2, 0]","[0, 1]","[2, 1]","[1, 1]","[1, 0]","[0, 0]","[0, 1/2]","[1, 2]","[0, 2]","[0, 3]",1,,math,af
7828,"Vir die volgende funksies, watter is begrensde hele funksies? 1. f(x)=0; 2. f(x)= 1+i; 3. f(x)=sin(x); 4. f(x)=min{|cos(x)|,1}. Hier is i=\sqrt{-1} en $|\cdot|$ is die norm van 'n komplekse getal. Gee die nommers van die antwoorde as 'n lys.","[1, 2]","[2, 4]","[3, 4]","[1, 2, 3]","[1, 3, 4]","[1, 4]",[4],"[1, 3]",[3],"[2, 3]",0,,math,af
7829,"Vind die kleinste positiewe heelgetal wat 'n res van 1 lewer wanneer dit deur 2 gedeel word, 'n res van 2 wanneer dit deur 3 gedeel word, 'n res van 3 wanneer dit deur 4 gedeel word, 'n res van 4 wanneer dit deur 5 gedeel word, en 'n res van 5 wanneer dit deur 6 gedeel word.",59,91,101,121,65,143,50,72,61,119,0,,math,af
7833,"Gebruik Stokes se Stelling om $\int_C \mathbf{F} \cdot d \mathbf{r}$ te evalueer, waar $\mathbf{F}(x, y, z)=x y \mathbf{i}+y z \mathbf{j}+z x \mathbf{k}$, en $C$ is die driehoek met hoekpunte $(1,0,0),(0,1,0)$, en $(0,0,1)$, wat teen-kloksgewys georiënteer is soos van bo gesien.",$-\frac{1}{2}$,$\frac{1}{2}$,$0$,$\frac{3}{4}$,$\frac{1}{4}$,$-1$,$\frac{1}{3}$,$\frac{2}{3}$,$-\frac{1}{4}$,$-\frac{1}{3}$,0,,math,af
7835,"7.3-9. Beskou die volgende twee groepe vroue: Groep 1 bestaan uit vroue wat jaarliks minder as $\$ 500$ aan klere bestee; Groep 2 bestaan uit vroue wat jaarliks meer as $\$ 1000$ aan klere bestee. Laat $p_1$ en $p_2$ onderskeidelik gelyk wees aan die proporsies vroue in hierdie twee groepe wat glo dat klere te duur is. As 1009 uit 'n ewekansige steekproef van 1230 vroue uit groep 1 en 207 uit 'n ewekansige steekproef van 340 uit groep 2 glo dat klere te duur is,\n(a) Gee 'n puntberaming van $p_1-p_2$.",$0.2115$,$0.3256$,$0.1298$,$0.2732$,$0.3021$,$0.0997$,$0.2389$,$0.2654$,$0.1874$,$0.1543$,0,,math,af
7852,"Gwen het die getalpatroon hieronder op 'n stuk papier geskryf. 1, 5, 9, 13 Wat is die volgende twee terme in Gwen se patroon?","17, 23","19, 25","19, 23","21, 23","17, 19","19, 21","15, 19","17, 21","15, 17","21, 25",7,,math,af
7853,"Umi het die volgende getalpatroon geskep deur elke keer dieselfde hoeveelheid by te tel om die volgende getal te kry. 20, 40, 60, 80, ... Wat sal die agtste getal in die patroon wees?",320,180,160,260,280,360,200,240,640,300,2,,math,af
7854,Katvoedsel kos $.47/lb. Hoeveel kos 'n 6-lb sak?,$3.82,$2.97,$6.47,$12.77,$2.82,$1.47,$7.47,$8.22,$4.67,$5.02,4,,math,af
7876,Wat is drie vyfdes van 100?,50,20,3,90,80,60,100,30,70,5,5,,math,af
7880,Vir watter heelgetalle n sodanig dat 3 <= n <= 11 is daar slegs een groep van orde n (tot op isomorfisme)?,"Vir slegs 3, 5, 7, en 11","Vir slegs 8, 9, 10, en 11","Vir slegs 4, 6, 8, en 10","Vir slegs 6, 7, 8, en 9","Vir slegs 3, 4, 5, en 6","Vir slegs 3, 5, 7, 9, en 11","Vir slegs 4, 5, 6, en 8",Vir alle heelgetalle n sodanig dat 3 <= n <= 11,Vir geen sodanige heelgetal n nie,"Vir slegs 5, 6, 7, 8, en 9",0,,math,af
7914,"Wanneer ons die kante van 'n volledige grafiek met n punte in 2 kleure (rooi en blou) kleur, wat is die kleinste n wat waarborg dat daar óf 'n 4-kliek in rooi óf 'n 4-kliek in blou is?",12,15,14,16,22,8,10,20,19,18,9,,math,af
7918,Vind versnelling in m/(min^2) op tyd t = 5 min van 'n helikopter waarvan die hoogte s(t) = 300t - 4t^3 m is.,100,240,180,150,60,-200,-60,-120,-180,-240,7,,math,af
7930,Wat is \lim_{x \to 1} ((x - 1) sin((\pi)/(x - 1))?,π,0,2π,1,ongedefinieerd,e (die basis van die natuurlike logaritme),1/2,-π,1/π,-1,1,,math,af
7935,"Bepaal die werk wat gedoen word deur 'n krag $\mathbf{F}=8 \mathbf{i}-6 \mathbf{j}+9 \mathbf{k}$ wat 'n voorwerp vanaf die punt $(0,10,8)$ na die punt $(6,12,20)$ langs 'n reguit lyn beweeg. Die afstand word in meter gemeet en die krag in newton.",144 $\mathrm{J}$,172 J,180 $\mathrm{J}$,168 J,132 J,160 $\mathrm{J}$,120 $\mathrm{J}$,156 J,200 J,210 J,0,,math,af
7961,Twee heelgetalle het 'n kleinste gemene veelvoud van 60. Elke getal is kleiner of gelyk aan 12. Die grootste gemene faktor van die twee getalle is 2. Wat is die twee getalle?,5 en 12,12 en 15,6 en 12,4 en 8,3 en 9,8 en 10,6 en 10,2 en 10,2 en 6,10 en 12,9,,math,af
7983,"'n Positiewe heelgetal n word 'kragtig' genoem as, vir elke priemfaktor p van n, p^2 ook 'n faktor van n is. 'n Voorbeeld van 'n kragtige getal is",297,392,300,240,336,360,408,,,,1,,math,af
7992,"'n Virus versprei deur die bevolking van 'n dorp, en die aantal mense wat die virus het, verdubbel elke 3 dae. As daar 1,000 mense in die dorp is, en 10 mense het die virus op 1 Januarie, wat is die vroegste datum waarop die hele dorp met die virus besmet sal wees, gegewe dat daar 365 dae in 'n jaar is, en 31 dae in die maand Januarie?",10 Februarie,28 Januarie,10 Januarie,1 Maart,15 Januarie,31 Januarie,10 Maart,21 Januarie,21 Februarie,1 Februarie,7,,math,af
7994,Hoeveel van die 401 heelgetalle vanaf $-200$ tot $200$ is kongruent aan $5 \pmod{13}?$,32,30,46,31,60,62,15,61,29,45,3,,math,af
8001,"Gegee dat 'n reghoek met lengte $3x$ duim en breedte $x + 5$ duim die eienskap het dat sy oppervlakte en omtrek gelyke waardes het, wat is $x$?",\frac{3}{10},\frac{5}{2},\frac{10}{3},3,\frac{3}{2},1,\frac{1}{2},4,5,2,5,,math,af
8016,wat is die waarde van $2/\pi*\prod_{k=1}^{\infty} \frac{(2*k)^2}{(2*k-1)(2*k+1)}$?,1.414,0.707,0.5,3.14,4.0,1.0,1.57,2.0,6.28,2.718,5,,math,af
8023,Hoeveel maniere is daar om die letters in die woord *BANANA* te rangskik tot by die simmetrieë van die woord?,50,40,100,24,30,60,120,20,15,10,4,,math,af
8032,"Die positiewe heelgetalle N en N^2 eindig albei met dieselfde reeks van vier syfers abcd wanneer dit in basis 10 geskryf word, waar syfer a nie nul is nie. Vind die drie-syfer getal abc.",491,254,625,812,368,789,937,673,123,456,6,,math,af
8037,"Laat $P_5(x)$ die vyfdegraadse Taylor-polinomiese benadering vir f(x)=sin(x) wees, gesentreer by x=0. Wat is die Lagrange-fout van die polinomiese benadering tot sin(1)?",0.02098,0.00198,0.000198,0.01998,0.0198,0.19898,0.0000198,0.198,0.0000298,0.00298,2,,math,af
8055,"'n Besending weerstande het 'n gemiddelde weerstand van 200 ohm met 'n standaardafwyking van 5 ohm, en die weerstande is normaal versprei. Veronderstel 'n lukraak gekose weerstand het 'n weerstand onder 194 ohm. Wat is die waarskynlikheid dat die weerstand groter is as 188 ohm?",0.93,0.07,0.20,0.30,0.35,0.12,0.99,0.65,0.50,0.80,0,,math,af
8056,"'n Aanbieder van 'n praatprogram het onlangs berig dat in reaksie op sy vraag oor die lug, 82% van die meer as 2500 e-posboodskappe wat deur sy gepubliseerde adres ontvang is, die doodstraf ondersteun vir enigiemand wat skuldig bevind word aan die verkoop van dwelms aan kinders. Wat dui dit aan?",Die opname is bevooroordeeld omdat dit slegs luisteraars insluit wat toegang tot e-pos het.,Die opname sou meer betekenisvol gewees het indien hy 'n kontrolegroep gebruik het.,Die opname is akkuraat aangesien dit 'n groot aantal response insluit.,"Die opname sou meer betekenisvol gewees het indien hy 'n ewekansige steekproef van die 2500 luisteraars wat gereageer het, gekies het.",Die opname is geldig omdat dit die opinie van die program se luisteraars verteenwoordig.,Die opname sou meer betekenisvol gewees het indien hy luisteraars ingesluit het wat van sy standpunt verskil.,Die opname is betekenisloos as gevolg van vrywillige-respons-vooroordeel.,Die opname toon dat die meerderheid van die aanbieder se luisteraars die doodstraf vir dwelmhandelaars ondersteun.,,,6,,math,af
8084,"'n Dobbelsteen met ses kante (waarvan die vlakke van 1 tot 6 genommer is, soos gebruiklik) is bekend as vervals: Die waarskynlikheid om enige ewe getal te gooi is twee keer die waarskynlikheid om enige onewe getal te gooi. Wat is die waarskynlikheid dat as hierdie dobbelsteen twee keer gegooi word, die eerste gooi 'n 5 sal wees en die tweede gooi 'n 6 sal wees?",1/27,2/81,1/9,1/18,2/9,3/81,2/27,1/81,3/27,2/18,1,,math,af
8086,"Laat I != A != -I, waar I die identiteitsmatriks is en A 'n reële 2 x 2 matriks is. As A = A^(-1), dan is die spoor van A",0.5,0,3,1,-2,2,-4,4,-3,-1,1,,math,af
8088,"Laat T: R^2 -> R^2 die lineêre transformasie wees wat die punt (1, 2) na (2, 3) afbeeld en die punt (-1, 2) na (2, -3) afbeeld. Dan beeld T die punt (2, 1) af na","(2, 5)","(4, -3)","(0, 0)","(3, 2)","(5, -1)","(-2, 1)","(1, 6)","(-1, 4)","(-3, 2)","(-4, 3)",6,,math,af
8097,"Die basis van 'n soliede liggaam is die gebied begrens deur x^2 = 4y en die lyn y = 2, en elke vlakseksie loodreg op die y-as is 'n vierkant. Die volume van die soliede liggaam is",8,32,36,28,48,44,16,40,24,20,1,,math,af
8107,"Laat $p$, $q$, en $r$ konstantes wees. Een oplossing vir die vergelyking $(x-p)(x-q) = (r-p)(r-q)$ is $x=r$. Vind die ander oplossing in terme van $p$, $q$, en $r$.",r-p-q,p+q-r,p-q-r,pq-r,(p+q)/r,pqr,p*q/r,p*r/q,q*r/p,(p*q)/r,1,,math,af
8114,"In 'n groep van 1000 mense, hoeveel mense moet minstens dieselfde verjaarsdag deel?",Minstens 50 mense,Minstens 23 mense,Minstens 100 mense,20,Minstens 5 mense,10,Minstens 367 mense,2,Minstens 1 persoon,3,9,,math,af
8165,"Vir die regressielyn, watter van die volgende stellings oor residue is waar?",Die som van die residue is altyd een.,"As die korrelasie 0 is, sal daar 'n duidelike patroon in die residugrafiek wees.","Hoe groter die residue, hoe beter die lineêre model.",Die residue is altyd negatief.,"As die korrelasie 1 is, sal daar 'n duidelike patroon in die residugrafiek wees.",Die residugrafiek sal altyd 'n reguit lyn wees.,Invloedryke tellings het groot residue.,Die gemiddelde van die residue is altyd nul.,"As die lineêre model goed is, sal die aantal positiewe residue dieselfde wees as die aantal negatiewe residue.",Die residue kan nooit nul wees nie.,7,,math,af
8170,Vind 4 oor 7 + 2 oor 7.,2 oor 7,6 oor 7,14 oor 28,6 oor 14,1 oor 2,8 oor 14,7 oor 14,10 oor 7,8 oor 49,4 oor 14,1,,math,af
8182,Vind die presiese antwoord: 365 + 56,320,330,400,421,300,311,410,315,309,405,3,,math,af
8187,"Stelling 1 | f : X → Y is kontinu en X is kompak. f moet eenvormig kontinu wees. Stelling 2 | As f(x), g(x) : R → R orals differensieerbaar is, moet f(g(x)) orals differensieerbaar wees.","Nie van toepassing, Nie van toepassing","Waar, Onwaar","Beide stellings is van toepassing, maar kan nie definitief as waar of onwaar geklassifiseer word nie.","Onwaar, Nie van toepassing","Onwaar, Waar","Waar, Nie van toepassing","Onwaar, Onwaar","Nie van toepassing, Waar","Nie van toepassing, Onwaar","Waar, Waar",9,,math,af
8213,"Bereken die oppervlakte van die driehoek waarvan die hoogtelyne lengtes van 10, 12, en 15 het.",56\sqrt{15},60\sqrt{7},240\sqrt{7}/7,48\sqrt{15},120\sqrt{15},180\sqrt{7}/7,60\sqrt{7}/7,48\sqrt{7},100\sqrt{7},240\sqrt{7},2,,math,af
8217,'n Groep van 9 mense word verdeel in 3 komitees van 3 mense elk. Komitees is identies behalwe vir die lede. Op hoeveel maniere kan dit gedoen word?,504,210,126,300,360,168,280,240,420,320,6,,math,af
8220,Vind die entropietempo van die Markov-ketting wat geassosieer word met 'n ewekansige wandeling van 'n koning op die 3 by 3 skaakbord. Gebruik 'n logaritme met basis 2 en gee die entropietempo in bisse terug.,2.70,2.45,3.21,2.00,2.98,1.75,3.00,1.50,2.24,1.95,8,,math,af
8231,"Bepaal waardes van die reële getalle a, b, en c om die funksie $x^2 + ay^2 + y + i(bxy + cx)$ 'n analitiese funksie van die komplekse veranderlike $x+iy$ te maak? Gee jou antwoord as 'n lys [a, b, c].","[2, 2, 2]","[-1, 2, -1]","[1, 1, 1]","[-1, -2, 1]","[0, 0, 0]","[1, -2, 1]","[-2, -1, 2]","[-2, 1, -1]","[2, 1, -2]","[2, -1, 2]",1,,math,af
8263,"Vind die graad vir die gegewe liggaamuitbreiding Q(sqrt(2), sqrt(3), sqrt(18)) oor Q.",3,10,0,12,5,8,4,1,6,2,6,,math,af
8306,"Die prys van 'n aandeel in maatskappy XYZ aan die begin van die week was $24.75. Oor die volgende vyf dae het die aandeel $2.50 gestyg op Maandag, $3.25 verloor op Dinsdag, $0.75 verloor op Woensdag, $1.25 gestyg op Donderdag, en $4.75 gestyg op Vrydag. Wat was die prys van die aandeel aan die einde van Vrydag?",$30.75,$12.25,$29.25,$26.75,$27.75,$31.25,$37.25,$25.75,$33.25,$28.75,2,,math,af
8308,Watter uitdrukking is ekwivalent aan 5(6x + 3y)?,11x + 3y,11x + 8y,30x + 3y,30x + 15y,,,,,,,3,,math,af
8312,Vind 3 oor 4 − 1 oor 8.,5 oor 8,9 oor 16,7 oor 16,21 oor 32,1,1 oor 2,3 oor 8,11 oor 16,13 oor 32,2 oor 8,0,,math,af
8319,"Gegee dat $n > 1$, wat is die kleinste positiewe heelgetal $n$ waarvan die positiewe delers 'n produk van $n^6$ het?",2048,30,60,120,36,72,20,12,10,64,2,,math,af
8336,"In driehoek RST is X geleë op die sy RS, Y is geleë op die sy RT, Z is geleë op die sy ST, en XY en XZ is middelsegmente van △RST. As die lengte van sy XY 7 is, die lengte van sy RT 13 is, en die maat van hoek YXZ 124° is, wat is die lengte van sy ST?",8,18,10,11,15,16,20,12,14,9,8,,math,af
8358,\lim_{x \to 1}(1/(x - 1) - c/(x^3 - 1)) bestaan. Wat is die waarde van c?,-1,5,4,2,0,1/2,3/2,-3,1,3,9,,math,af
8362,Op hoeveel maniere kan 'n versameling van 6 verskillende letters in 3 nie-leë groepe verdeel word indien elke groep minstens 2 letters moet bevat?,20,120,25,15,90,10,45,75,60,30,3,,math,af
8389,Watter een van die volgende is die primêre verskil tussen 'n eksperiment en 'n waarnemingstudie?,In 'n eksperiment het die navorser geen beheer oor veranderlikes nie; in 'n waarnemingstudie kan die navorser veranderlikes manipuleer.,Eksperimente word slegs op menslike deelnemers uitgevoer; waarnemingstudies kan op nie-menslike deelnemers uitgevoer word.,"Waarnemingstudies word in 'n laboratoriumomgewing uitgevoer, terwyl eksperimente in enige omgewing uitgevoer kan word.",Eksperimente moet dubbelblind wees; waarnemingstudies hoef nie dubbelblind te wees nie.,In 'n eksperiment neem die navorser waar sonder om in te meng; in 'n waarnemingstudie manipuleer die navorser die omgewing.,Eksperimente kan slegs een keer uitgevoer word; waarnemingstudies kan herhaal word.,"Eksperimente moet ewekansige behandeling- en kontrolegroepe gebruik; waarnemingstudies gebruik ook behandeling- en kontrolegroepe, maar hulle hoef nie ewekansig te wees nie.",Eksperimente behels kwantitatiewe data; waarnemingstudies behels kwalitatiewe data.,In 'n eksperiment manipuleer die navorser 'n veranderlike om die effek daarvan op 'n responsveranderlike waar te neem; in 'n waarnemingstudie neem hy of sy slegs die waarnemings waar en teken dit aan.,Eksperimente vereis 'n hipotese; waarnemingstudies vereis nie 'n hipotese nie.,8,,math,af
8415,"Daar is 25 tasse, waarvan 5 beskadig is. Drie tasse word lukraak gekies. Wat is die waarskynlikheid dat presies 2 beskadig is?",2/50,1/25,1/30,3/75,4/100,2/23,12/125,5/125,2/69,1/10,5,,math,af
8417,"Laat x_1 = 1 en x_(n+1) = sqrt(3+2x_n) vir alle positiewe heelgetalle n. As aangeneem word dat {x_n} konvergeer, dan is lim x_n =",sqrt(5),e,3,5,1,0,sqrt(2),2,sqrt(7),sqrt(3),2,,math,af
8451,Laat g(x) die inverse wees van f(x) = x + cos(x). Wat is g'(1)?,sqrt(2),-2,1,0,-1/2,-sqrt(2),3,2,1/2,-1,2,,math,af
8486,Gebruik Fermat se stelling om die res te vind wanneer 3^47 gedeel word deur 23.,10,2,8,4,5,7,3,9,1,6,3,,math,af
8518,Skat 999 - 103. Die verskil is tussen watter getalle?,500 en 700,200 en 400,700 en 900,"1,300 en 1,500","800 en 1,000","900 en 1,100",400 en 600,100 en 300,600 en 800,"1,000 en 1,200",2,,math,af
8560,Die polinoom $x^3 - Ax + 15$ het drie reële wortels. Twee van hierdie wortels se som is 5. Wat is |A|?,19.0,17.0,25.0,23.0,18.0,20.0,22.0,24.0,21.0,26.0,6,,math,af
8590,"'n Nierdialisesentrum kontroleer periodiek 'n steekproef van sy toerusting en voer 'n groot herkalibrering uit indien lesings voldoende van die teiken afwyk. Net so kontroleer 'n materiaalfabriek periodiek die groottes van handdoeke wat van 'n monteerbaan afkom en staak produksie indien metings voldoende van die teiken afwyk. In beide situasies het ons die nulhipotese dat die toerusting bevredigend presteer. Vir elke situasie, watter is die ernstiger bekommernis, 'n Tipe I- of Tipe II-fout?","Dialisesentrum: Tipe II-fout, handdoekvervaardiger: Tipe II-fout","Dialisesentrum: Nóg Tipe I- nóg Tipe II-fout, handdoekvervaardiger: Tipe II-fout","Dialisesentrum: Tipe I-fout, handdoekvervaardiger: Tipe II-fout","Dialisesentrum: Tipe II-fout, handdoekvervaardiger: Tipe I-fout","Dialisesentrum: Beide Tipe I- en Tipe II-foute, handdoekvervaardiger: Tipe I-fout","Dialisesentrum: Tipe I-fout, handdoekvervaardiger: Tipe I-fout","Dialisesentrum: Nóg Tipe I- nóg Tipe II-fout, handdoekvervaardiger: Tipe I-fout","Dialisesentrum: Beide Tipe I- en Tipe II-foute, handdoekvervaardiger: Tipe II-fout","Dialisesentrum: Tipe I-fout, handdoekvervaardiger: Nóg Tipe I- nóg Tipe II-fout","Dialisesentrum: Tipe II-fout, handdoekvervaardiger: Nóg Tipe I- nóg Tipe II-fout",3,,math,af
8600,Los op 18.5 dol oor m gal = 3.60 dol oor 7.5 gal. Rond af tot die naaste honderdste indien nodig.,45.67,28.14,36.99,32.54,8.86,38.44,40.88,33.21,42.25,50.32,5,,math,af
8609,"'n Wetenskaplike het die migrasiepatrone van twee soorte walvisse bestudeer. Die bultrugwalvisse het 2,240 myl in 28 dae afgelê. Die grys walvisse het 2,368 myl in 32 dae afgelê. As die bultrugwalvisse teen dieselfde tempo vir 32 dae sou reis, hoeveel meer myl sou hulle afgelê het as die grys walvisse?",64,408,128,320,280,96,192,160,256,224,6,,math,af
8640,Op hoeveel maniere kan 8 mense by 5 identiese ronde tafels geplaas word? Elke tafel moet minstens 1 persoon hê wat daarby sit.,1460,2560,1860,1760,1960,2260,2160,1560,1660,2060,4,,math,af
8647,"5.4-19. 'n Deurwag by 'n hotel probeer drie taxi's kry vir drie verskillende paartjies. Die aankoms van leë taxi's het 'n eksponensiële verdeling met 'n gemiddeld van 2 minute. Indien onafhanklikheid aanvaar word, wat is die waarskynlikheid dat die deurwag al drie paartjies binne 6 minute gehelp sal kry?",$0.7234$,$0.5768$,$0.5012$,$0.6523$,$0.3894$,$0.6981$,$0.9142$,$0.8413$,$0.4321$,$0.3215$,1,,math,af
7333,Tatua mlinganyo 14 = w + 23.,9,37,−23,14,−14,0,−9,−37,23,,6,,math,sw
7344,Umbali mfupi zaidi kutoka kwa kivimbe xy = 8 hadi kwenye chanzo ni,4,2sqrt(2),sqrt(8),sqrt(4),1,4sqrt(2),8,2,16,6,0,,math,sw
7345,"Ikiwa V ni nafasi ya vekta halisi ya matriksi za 2 x 3, na W ni nafasi ya vekta halisi ya safu za 4 x 1. Ikiwa T ni ubadilishaji wa mstari kutoka V hadi W, ni upi mwelekeo wa nafasi ndogo ya kerneli ya T?",5,3,9,4,2,0,7,6,1,8,4,,math,sw
7350,Acha $n$ iwe ni zao la nambari mbili ndogo zaidi za kwanza zenye tarakimu 3. Tafuta jumla ya tarakimu za $n$.,8,9,14,3,10,18,11,15,6,12,0,,math,sw
7352,"Tuseme kwamba $f(x)$ ni polinomia yenye daraja $6$ na $g(x)$ ni polinomia yenye daraja $3$. Ikiwa $h(x)$ pia ni polinomia na $f(g(x)) + g(h(x)) + h(f(x))$ ina daraja $36$, basi daraja ya polinomia $h$ ni nini?",3,21,6,9,30,72,12,15,24,18,2,,math,sw
7364,"Je, ni thamani gani ndogo zaidi ya nambari nzima chanya ya $n$ ili $\sqrt{18\cdot n \cdot 34}$ iwe nambari kamili?",4,3,1,18,51,17,6,34,68,2,5,,math,sw
7368,Ni pembetatu ngapi zipo ambazo pande zake zote ni nambari kamili na urefu wa upande wake mrefu zaidi ni sawa na 11?,45,36,48,33,50,55,24,42,30,60,1,,math,sw
7377,Jumla ya kuzidisha mizizi miwili kati ya mizizi minne ya mlinganyo wa daraja la nne x^4 - 18x^3 + kx^2 + 200x - 1984 = 0 ni -32. Tambua thamani ya k.,150,45,86,110,72,120,103,98,54,64,2,,math,sw
7379,"Kwa a\geq 0, tunafafanua $S_a={x | dist(x, S) \leq a}$, ambapo $dist(x,S)=inf_{y\in S}||x-y||$. Tuseme S ni konveksi. Je, S_a ni konveksi? Rudisha 1 kwa ndiyo na 0 kwa hapana.",Haijafafanuliwa,0.0,Hakuna kati ya yaliyo hapo juu,1.0,,,,,,,3,,math,sw
7402,Amua kama polinomu katika Z[x] inakidhi kigezo cha Eisenstein cha kutokuweza kupunguzwa juu ya Q. x^2 - 12,"Ndio, kwa p=4.","Hapana, kwa sababu polinomu inaweza kupunguzwa.","Ndio, kwa p=1.","Hapana, kwa sababu polinomu haikidhi kigezo cha Eisenstein.",Hapana.,"Ndio, kwa p=12.","Ndio, kwa p=3.","Ndio, kwa p=5.","Ndio, kwa p=6.","Ndio, kwa p=2.",6,,math,sw
7416,"Uhusiano kati ya bei ya kuuza gari (katika $1,000) na umri wake (kwa miaka) unakadiriwa kutoka kwa sampuli ya nasibu ya magari ya mfano maalum. Uhusiano huo umetolewa na fomula ifuatayo: Bei ya kuuza = 15.9 – 0.983 (umri). Ni ipi kati ya yafuatayo tunaweza kuhitimisha kutoka kwa mlingano huu?","Kwa kila mwaka gari linapokuwa na umri mkubwa, bei ya kuuza hushuka kwa takriban $983.","Gari jipya linagharimu wastani wa $9,830.","Gari jipya linagharimu wastani wa $15,900.","Kwa kila mwaka gari linapokuwa na umri mkubwa, bei ya kuuza hushuka kwa takriban asilimia 9.83.","Kwa kila mwaka gari linapokuwa na umri mkubwa, bei ya kuuza huongezeka kwa takriban $983.","Kwa kila mwaka gari linapokuwa na umri mkubwa, bei ya kuuza hushuka kwa takriban $159.","Kwa kila mwaka gari linapokuwa na umri mkubwa, bei ya kuuza huongezeka kwa takriban $1,590.",Gari jipya linagharimu wastani wa $983.,"Kwa kila mwaka gari linapokuwa na umri mkubwa, bei ya kuuza hubaki vilevile.","Kwa kila mwaka gari linapokuwa na umri mkubwa, bei ya kuuza hushuka kwa takriban $1,590.",0,,math,sw
7464,"Namba mbili zikijumlishwa hutoa 19. Zao lao ni 70. Je, namba hizo mbili ni zipi?","5, 14","4, 15","1, 18","9, 10","12, 7","2, 17","3, 16","7, 10","8, 11","6, 13",0,,math,sw
7469,"Tuseme C ni seti ndogo yenye mipaka na ya mbonyeo katika nafasi ya mstari yenye kanuni ya kawaida, na T: C → C ni ramani endelevu. Basi, kuna nukta thabiti ya T ndani ya C. Je, hili ni sahihi? Jibu 1 kwa ndiyo na 0 kwa hapana.",1.0,2.5,-0.5,1.5,-1.0,0.5,0.0,2.0,-2.0,3.0,0,,math,sw
7493,"Mfumo fulani wa chemchemi-misa unakidhi tatizo la thamani ya awali $$ u^{\prime \prime}+\frac{1}{4} u^{\prime}+u=k g(t), \quad u(0)=0, \quad u^{\prime}(0)=0 $$ ambapo $g(t)=u_{3 / 2}(t)-u_{5 / 2}(t)$ na $k>0$ ni kigezo. Fikiria $k=2$. Tafuta muda $\tau$ baada ya hapo ambapo $|u(t)|<0.1$ kwa $t>\tau$.",27.8924,25.6773,30.7654,24.5567,19.4689,32.8495,20.5426,28.6891,34.1256,22.3147,1,,math,sw
7497,"Katika Mfano 5.6-4, hesabu $P(1.7 \leq Y \leq 3.2)$ ukiwa na $n=4$ na linganisha jibu lako na ukadiriaji wa kawaida wa uwezekano huu.",$0.7254$,$0.6749$,$0.6182$,$0.7035$,$0.7891$,$0.9524$,$0.5918$,$0.4876$,$0.5603$,$0.8421$,1,,math,sw
7509,Tafuta kizazi cha uwanja mdogo Z_11.,2,5,10,6,4,3,8,7,1,9,0,,math,sw
7519,"Tuseme X na Y ni vibadilika nasibu vyenye μx = 32, σx = 5, μy = 44, na σy = 12. Iwapo X na Y ni huru, ni nini wastani na tofauti sanifu ya kigezo nasibu X + Y?","μx+y = 72, σx+y = 12","μx+y = 80, σx+y = 15","μx+y = 76, σx+y = 8.5","μx+y = 76, σx+y = 20","μx+y = 76, σx+y = 13","μx+y = 38, σx+y = 17","μx+y = 76, σx+y = 17","μx+y = 68, σx+y = 13","μx+y = 70, σx+y = 17","μx+y = 76, σx+y = 19",4,,math,sw
